xValues,tValues,Solution
0.346939,0.142857,2.03758e-08
0.367347,0.142857,3.64583e-07
0.387755,0.142857,4.53638e-06
0.408163,0.142857,3.98817e-05
0.428571,0.142857,0.000251148
0.44898,0.142857,0.00114945
0.469388,0.142857,0.00389795
0.489796,0.142857,0.0100766
0.510204,0.142857,0.0206714
0.530612,0.142857,0.0353373
0.55102,0.142857,0.0528407
0.571429,0.142857,0.0719266
0.591837,0.142857,0.0917544
0.612245,0.142857,0.111887
0.632653,0.142857,0.132133
0.653061,0.142857,0.152419
0.673469,0.142857,0.172719
0.693878,0.142857,0.193025
0.714286,0.142857,0.213334
0.734694,0.142857,0.233646
0.755102,0.142857,0.253959
0.77551,0.142857,0.274268
0.795918,0.142857,0.294543
0.816327,0.142857,0.314656
0.836735,0.142857,0.334236
0.857143,0.142857,0.352475
0.877551,0.142857,0.368085
0.897959,0.142857,0.379204
0.918367,0.142857,0.385174
0.938776,0.142857,0.3809
0.959184,0.142857,0.385888
0.979592,0.142857,0.319666
1,0.142857,0.520976
0,0.163265,0
0.0204082,0.163265,0
0.0408163,0.163265,0
0.0612245,0.163265,0
0.0816327,0.163265,0
0.102041,0.163265,0
0.122449,0.163265,0
0.142857,0.163265,0
0.163265,0.163265,0
0.183673,0.163265,8.58469e-24
0.204082,0.163265,7.79145e-21
0.22449,0.163265,2.65678e-18
0.244898,0.163265,4.61876e-16
0.265306,0.163265,4.66709e-14
0.285714,0.163265,2.95305e-12
0.306122,0.163265,1.22775e-10
0.326531,0.163265,3.46791e-09
0.346939,0.163265,6.81799e-08
0.367347,0.163265,9.5008e-07
0.387755,0.163265,9.51867e-06
0.408163,0.163265,6.9409e-05
0.428571,0.163265,0.000372891
0.44898,0.163265,0.00149779
0.469388,0.163265,0.00458987
0.489796,0.163265,0.0110411
0.510204,0.163265,0.0216441
0.530612,0.163265,0.0360817
0.55102,0.163265,0.0532904
0.571429,0.163265,0.0721405
0.591837,0.163265,0.0918207
0.612245,0.163265,0.111872
0.632653,0.163265,0.132074
0.653061,0.163265,0.152333
0.673469,0.163265,0.172615
0.693878,0.163265,0.192905
0.714286,0.163265,0.2132
0.734694,0.163265,0.233497
0.755102,0.163265,0.253792
0.77551,0.163265,0.274069
0.795918,0.163265,0.294251
0.816327,0.163265,0.314123
0.836735,0.163265,0.333192
0.857143,0.163265,0.350568
0.877551,0.163265,0.365024
0.897959,0.163265,0.374966
0.918367,0.163265,0.380146
0.938776,0.163265,0.375852
0.959184,0.163265,0.38174
0.979592,0.163265,0.317272
1,0.163265,0.520487
0,0.183673,0
0.0204082,0.183673,0
0.0408163,0.183673,0
0.0612245,0.183673,0
0.0816327,0.183673,0
0.102041,0.183673,0
0.122449,0.183673,0
0.142857,0.183673,1.04362e-27
0.163265,0.183673,1.79016e-24
0.183673,0.183673,1.09312e-21
0.204082,0.183673,3.26954e-19
0.22449,0.183673,5.51604e-17
0.244898,0.183673,5.69835e-15
0.265306,0.183673,3.8053e-13
0.285714,0.183673,1.70686e-11
0.306122,0.183673,5.29019e-10
0.326531,0.183673,1.15756e-08
0.346939,0.183673,1.81841e-07
0.367347,0.183673,2.07862e-06
0.387755,0.183673,1.74912e-05
0.408163,0.183673,0.000109551
0.428571,0.183673,0.000516967
0.44898,0.183673,0.00186677
0.469388,0.183673,0.00526798
0.489796,0.183673,0.0119501
0.510204,0.183673,0.0225607
0.530612,0.183673,0.0368052
0.55102,0.183673,0.0537521
0.571429,0.183673,0.0723785
0.591837,0.183673,0.091908
0.612245,0.183673,0.11187
0.632653,0.183673,0.132022
0.653061,0.183673,0.152251
0.673469,0.183673,0.172512
0.693878,0.183673,0.192785
0.714286,0.183673,0.213065
0.734694,0.183673,0.233346
0.755102,0.183673,0.253617
0.77551,0.183673,0.273836
0.795918,0.183673,0.293877
0.816327,0.183673,0.31344
0.836735,0.183673,0.331947
0.857143,0.183673,0.348488
0.877551,0.183673,0.361945
0.897959,0.183673,0.37097
0.918367,0.183673,0.375626
0.938776,0.183673,0.371462
0.959184,0.183673,0.378197
0.979592,0.183673,0.315233
1,0.183673,0.519997
0,0.204082,0
0.0204082,0.204082,0
0.0408163,0.204082,0
0.0612245,0.204082,0
0.0816327,0.204082,0
0.102041,0.204082,3.50766e-32
0.122449,0.204082,1.35864e-28
0.142857,0.204082,1.68591e-25
0.163265,0.204082,9.52048e-23
0.183673,0.204082,2.87425e-20
0.204082,0.204082,5.10498e-18
0.22449,0.204082,5.68681e-16
0.244898,0.204082,4.15936e-14
0.265306,0.204082,2.06676e-12
0.285714,0.204082,7.16187e-11
0.306122,0.204082,1.7666e-09
0.326531,0.204082,3.15304e-08
0.346939,0.204082,4.12681e-07
0.367347,0.204082,4.00654e-06
0.387755,0.204082,2.916e-05
0.408163,0.204082,0.000160848
0.428571,0.204082,0.000681102
0.44898,0.204082,0.00225065
0.469388,0.204082,0.00593083
0.489796,0.204082,0.0128116
0.510204,0.204082,0.0234292
0.530612,0.204082,0.037508
0.55102,0.204082,0.0542206
